0,1,2,3,4,5,6,7,8,9,10,11,12,label
0,0,0,0,0,0,0,0,0,0,346,29,6,[0. 0. 0. ... 0. 0. 0.]
0,0,0,0,0,0,0,0,0,346,29,6,108,[0. 0. 0. ... 0. 0. 0.]
0,0,0,0,0,0,0,0,346,29,6,108,568,[0. 0. 0. ... 0. 0. 0.]
0,0,0,0,0,0,0,0,0,0,0,0,408,[0. 0. 0. ... 0. 0. 0.]
0,0,0,0,0,0,0,0,0,0,0,408,14,[0. 0. 0. ... 0. 0. 0.]
0,0,0,0,0,0,0,0,0,0,408,14,7,[0. 0. 0. ... 0. 0. 0.]
0,0,0,0,0,0,0,0,0,408,14,7,885,[0. 0. 0. ... 0. 0. 0.]
0,0,0,0,0,0,0,0,0,0,0,0,346,[0. 0. 0. ... 0. 0. 0.]
0,0,0,0,0,0,0,0,0,0,0,346,64,[0. 0. 0. ... 0. 0. 0.]
0,0,0,0,0,0,0,0,0,0,346,64,380,[0. 0. 0. ... 0. 0. 0.]
0,0,0,0,0,0,0,0,0,346,64,380,37,[0. 0. 0. ... 0. 0. 0.]
0,0,0,0,0,0,0,0,346,64,380,37,6,[0. 0. 0. ... 0. 0. 0.]
0,0,0,0,0,0,0,346,64,380,37,6,47,[0. 0. 0. ... 0. 0. 0.]
0,0,0,0,0,0,346,64,380,37,6,47,689,[0. 0. 0. ... 0. 0. 0.]
0,0,0,0,0,346,64,380,37,6,47,689,120,[0. 0. 1. ... 0. 0. 0.]
0,0,0,0,0,0,0,0,0,0,0,0,347,[0. 1. 0. ... 0. 0. 0.]
0,0,0,0,0,0,0,0,0,0,0,347,1,[0. 0. 0. ... 0. 0. 0.]
0,0,0,0,0,0,0,0,0,0,347,1,1897,[0. 0. 0. ... 0. 0. 0.]
0,0,0,0,0,0,0,0,0,347,1,1897,4,[0. 0. 0. ... 0. 0. 0.]
0,0,0,0,0,0,0,0,347,1,1897,4,8,[0. 0. 0. ... 0. 0. 0.]
0,0,0,0,0,0,0,347,1,1897,4,8,257,[0. 0. 0. ... 0. 0. 0.]
0,0,0,0,0,0,347,1,1897,4,8,257,492,[0. 0. 0. ... 0. 0. 0.]
0,0,0,0,0,347,1,1897,4,8,257,492,68,[0. 0. 0. ... 0. 0. 0.]
0,0,0,0,347,1,1897,4,8,257,492,68,87,[0. 0. 0. ... 0. 0. 0.]
0,0,0,0,0,0,0,0,0,0,0,0,57,[0. 0. 0. ... 0. 0. 0.]
0,0,0,0,0,0,0,0,0,0,0,57,120,[0. 0. 1. ... 0. 0. 0.]
0,0,0,0,0,0,0,0,0,0,57,120,2,[0. 0. 0. ... 0. 0. 0.]
0,0,0,0,0,0,0,0,0,0,0,0,408,[0. 0. 0. ... 0. 0. 0.]
0,0,0,0,0,0,0,0,0,0,0,408,5,[0. 0. 0. ... 0. 0. 0.]
0,0,0,0,0,0,0,0,0,0,408,5,117,[0. 0. 0. ... 0. 0. 0.]
0,0,0,0,0,0,0,0,0,408,5,117,5,[0. 0. 0. ... 0. 0. 0.]
0,0,0,0,0,0,0,0,408,5,117,5,139,[0. 0. 0. ... 0. 0. 0.]
0,0,0,0,0,0,0,408,5,117,5,139,68,[0. 0. 0. ... 0. 0. 0.]
0,0,0,0,0,0,408,5,117,5,139,68,247,[0. 0. 0. ... 0. 0. 0.]
0,0,0,0,0,408,5,117,5,139,68,247,1182,[0. 0. 0. ... 0. 0. 0.]
0,0,0,0,0,0,0,0,0,0,0,0,48,[0. 0. 0. ... 0. 0. 0.]
0,0,0,0,0,0,0,0,0,0,0,48,205,[0. 0. 0. ... 0. 0. 0.]
0,0,0,0,0,0,0,0,0,0,48,205,3,[0. 0. 0. ... 0. 0. 0.]
0,0,0,0,0,0,0,0,0,48,205,3,16,[0. 0. 0. ... 0. 0. 0.]
0,0,0,0,0,0,0,0,0,0,0,0,140,[0. 0. 1. ... 0. 0. 0.]
0,0,0,0,0,0,0,0,0,0,0,140,2,[0. 0. 0. ... 0. 0. 0.]
0,0,0,0,0,0,0,0,0,0,140,2,1898,[0. 0. 0. ... 0. 0. 0.]
0,0,0,0,0,0,0,0,0,140,2,1898,348,[0. 0. 0. ... 0. 0. 0.]
0,0,0,0,0,0,0,0,140,2,1898,348,3,[0. 1. 0. ... 0. 0. 0.]
0,0,0,0,0,0,0,140,2,1898,348,3,1,[0. 0. 0. ... 0. 0. 0.]
0,0,0,0,0,0,0,0,0,0,0,0,408,[0. 0. 0. ... 0. 0. 0.]
0,0,0,0,0,0,0,0,0,0,0,408,79,[0. 0. 0. ... 0. 0. 0.]
0,0,0,0,0,0,0,0,0,0,408,79,6,[0. 0. 0. ... 0. 0. 0.]
0,0,0,0,0,0,0,0,0,408,79,6,46,[0. 0. 0. ... 0. 0. 0.]
0,0,0,0,0,0,0,0,0,0,0,0,140,[0. 0. 0. ... 0. 0. 0.]
0,0,0,0,0,0,0,0,0,0,0,140,125,[0. 0. 0. ... 0. 0. 0.]
0,0,0,0,0,0,0,0,0,0,140,125,1899,[0. 0. 0. ... 0. 0. 0.]
0,0,0,0,0,0,0,0,0,140,125,1899,322,[0. 0. 0. ... 0. 0. 0.]
0,0,0,0,0,0,0,0,140,125,1899,322,1183,[0. 0. 0. ... 0. 0. 0.]
0,0,0,0,0,0,0,140,125,1899,322,1183,121,[0. 0. 0. ... 0. 0. 0.]
0,0,0,0,0,0,140,125,1899,322,1183,121,83,[0. 0. 0. ... 0. 0. 0.]
0,0,0,0,0,140,125,1899,322,1183,121,83,1900,[0. 0. 0. ... 0. 0. 0.]
0,0,0,0,0,0,0,0,0,0,0,0,1901,[0. 0. 0. ... 0. 0. 0.]
0,0,0,0,0,0,0,0,0,0,0,1901,407,[0. 0. 0. ... 0. 0. 0.]
0,0,0,0,0,0,0,0,0,0,1901,407,258,[0. 0. 0. ... 0. 0. 0.]
0,0,0,0,0,0,0,0,0,1901,407,258,8,[0. 0. 0. ... 0. 0. 0.]
0,0,0,0,0,0,0,0,1901,407,258,8,494,[0. 0. 0. ... 0. 0. 0.]
0,0,0,0,0,0,0,1901,407,258,8,494,79,[0. 0. 0. ... 0. 0. 0.]
0,0,0,0,0,0,1901,407,258,8,494,79,6,[0. 0. 0. ... 0. 0. 0.]
0,0,0,0,0,0,0,0,0,0,0,0,218,[0. 0. 0. ... 0. 0. 0.]
0,0,0,0,0,0,0,0,0,0,0,0,140,[0. 0. 0. ... 0. 0. 0.]
0,0,0,0,0,0,0,0,0,0,0,140,1902,[0. 0. 0. ... 0. 0. 0.]
0,0,0,0,0,0,0,0,0,0,0,0,451,[0. 0. 0. ... 0. 0. 0.]
0,0,0,0,0,0,0,0,0,0,0,451,94,[0. 0. 0. ... 0. 0. 0.]
0,0,0,0,0,0,0,0,0,0,451,94,24,[0. 0. 0. ... 0. 0. 0.]
0,0,0,0,0,0,0,0,0,451,94,24,13,[0. 0. 0. ... 0. 0. 0.]
0,0,0,0,0,0,0,0,451,94,24,13,120,[0. 0. 0. ... 0. 0. 0.]
0,0,0,0,0,0,0,0,0,0,0,0,48,[0. 0. 0. ... 0. 0. 0.]
0,0,0,0,0,0,0,0,0,0,0,48,7,[0. 0. 0. ... 0. 0. 0.]
0,0,0,0,0,0,0,0,0,0,48,7,495,[0. 0. 0. ... 0. 0. 0.]
0,0,0,0,0,0,0,0,0,48,7,495,4,[0. 0. 0. ... 0. 0. 0.]
0,0,0,0,0,0,0,0,0,0,0,0,451,[0. 0. 0. ... 0. 0. 0.]
0,0,0,0,0,0,0,0,0,0,0,451,236,[0. 0. 0. ... 0. 0. 0.]
0,0,0,0,0,0,0,0,0,0,451,236,120,[0. 0. 0. ... 0. 0. 0.]
0,0,0,0,0,0,0,0,0,451,236,120,236,[0. 0. 0. ... 0. 0. 0.]
0,0,0,0,0,0,0,0,451,236,120,236,46,[0. 0. 0. ... 0. 0. 0.]
0,0,0,0,0,0,0,0,0,0,0,0,140,[0. 0. 0. ... 0. 0. 0.]
0,0,0,0,0,0,0,0,0,0,0,140,24,[0. 0. 0. ... 0. 0. 0.]
0,0,0,0,0,0,0,0,0,0,140,24,258,[0. 0. 0. ... 0. 0. 0.]
0,0,0,0,0,0,0,0,0,140,24,258,16,[0. 0. 0. ... 0. 0. 0.]
0,0,0,0,0,0,0,0,140,24,258,16,167,[0. 0. 0. ... 0. 0. 0.]
0,0,0,0,0,0,0,140,24,258,16,167,886,[0. 0. 0. ... 0. 0. 0.]
0,0,0,0,0,0,140,24,258,16,167,886,131,[0. 0. 0. ... 0. 0. 0.]
0,0,0,0,0,140,24,258,16,167,886,131,3,[0. 0. 0. ... 0. 0. 0.]
0,0,0,0,0,0,0,0,0,0,0,0,451,[0. 0. 0. ... 0. 0. 0.]
0,0,0,0,0,0,0,0,0,0,0,451,5,[0. 0. 0. ... 0. 0. 0.]
0,0,0,0,0,0,0,0,0,0,451,5,29,[0. 0. 0. ... 0. 0. 0.]
0,0,0,0,0,0,0,0,0,451,5,29,189,[0. 0. 0. ... 0. 0. 0.]
0,0,0,0,0,0,0,0,0,0,0,0,140,[0. 0. 0. ... 0. 0. 0.]
0,0,0,0,0,0,0,0,0,0,0,140,120,[0. 0. 0. ... 0. 0. 0.]
0,0,0,0,0,0,0,0,0,0,140,120,887,[0. 0. 0. ... 0. 0. 0.]
0,0,0,0,0,0,0,0,0,140,120,887,71,[0. 0. 0. ... 0. 0. 0.]
0,0,0,0,0,0,0,0,140,120,887,71,19,[0. 0. 0. ... 0. 0. 0.]
0,0,0,0,0,0,0,140,120,887,71,19,33,[0. 0. 0. ... 0. 0. 0.]
0,0,0,0,0,0,0,0,0,0,0,0,2,[0. 0. 0. ... 0. 0. 0.]
0,0,0,0,0,0,0,0,0,0,0,2,31,[0. 0. 0. ... 0. 0. 0.]
0,0,0,0,0,0,0,0,0,0,2,31,14,[0. 0. 0. ... 0. 0. 0.]
0,0,0,0,0,0,0,0,0,2,31,14,50,[0. 0. 0. ... 0. 0. 0.]
0,0,0,0,0,0,0,0,2,31,14,50,1903,[0. 0. 0. ... 0. 0. 0.]
0,0,0,0,0,0,0,2,31,14,50,1903,136,[0. 0. 0. ... 0. 0. 0.]
0,0,0,0,0,0,2,31,14,50,1903,136,168,[0. 0. 0. ... 0. 0. 0.]
0,0,0,0,0,2,31,14,50,1903,136,168,4,[0. 0. 0. ... 0. 0. 0.]
0,0,0,0,0,0,0,0,0,0,0,0,888,[0. 0. 0. ... 0. 0. 0.]
0,0,0,0,0,0,0,0,0,0,0,888,16,[0. 0. 0. ... 0. 0. 0.]
0,0,0,0,0,0,0,0,0,0,888,16,1904,[0. 0. 0. ... 0. 0. 0.]
0,0,0,0,0,0,0,0,0,888,16,1904,410,[0. 0. 0. ... 0. 0. 0.]
0,0,0,0,0,0,0,0,888,16,1904,410,690,[0. 0. 0. ... 0. 0. 0.]
0,0,0,0,0,0,0,888,16,1904,410,690,189,[0. 0. 0. ... 0. 0. 0.]
0,0,0,0,0,0,888,16,1904,410,690,189,4,[0. 0. 0. ... 0. 0. 0.]
0,0,0,0,0,0,0,0,0,0,0,0,259,[0. 0. 0. ... 0. 0. 0.]
0,0,0,0,0,0,0,0,0,0,0,259,5,[0. 0. 0. ... 0. 0. 0.]
0,0,0,0,0,0,0,0,0,0,259,5,29,[0. 0. 0. ... 0. 0. 0.]
0,0,0,0,0,0,0,0,0,259,5,29,1905,[0. 0. 0. ... 0. 0. 0.]
0,0,0,0,0,0,0,0,259,5,29,1905,28,[0. 0. 0. ... 0. 0. 0.]
0,0,0,0,0,0,0,0,0,0,0,0,17,[0. 0. 0. ... 0. 0. 0.]
0,0,0,0,0,0,0,0,0,0,0,17,72,[0. 0. 0. ... 0. 0. 0.]
0,0,0,0,0,0,0,0,0,0,17,72,3,[0. 0. 0. ... 0. 0. 0.]
0,0,0,0,0,0,0,0,0,17,72,3,257,[0. 1. 0. ... 0. 0. 0.]
0,0,0,0,0,0,0,0,17,72,3,257,1,[0. 0. 0. ... 0. 0. 0.]
0,0,0,0,0,0,0,17,72,3,257,1,1906,[0. 0. 0. ... 0. 0. 0.]
0,0,0,0,0,0,17,72,3,257,1,1906,4,[0. 0. 0. ... 0. 0. 0.]
0,0,0,0,0,17,72,3,257,1,1906,4,16,[0. 0. 0. ... 0. 0. 0.]
0,0,0,0,0,0,0,0,0,0,0,0,11,[0. 0. 0. ... 0. 0. 0.]
0,0,0,0,0,0,0,0,0,0,0,11,37,[0. 0. 0. ... 0. 0. 0.]
0,0,0,0,0,0,0,0,0,0,11,37,131,[0. 0. 0. ... 0. 0. 0.]
0,0,0,0,0,0,0,0,0,11,37,131,16,[0. 0. 0. ... 0. 0. 0.]
0,0,0,0,0,0,0,0,11,37,131,16,1185,[0. 0. 0. ... 0. 0. 0.]
0,0,0,0,0,0,0,0,0,0,0,0,25,[0. 0. 0. ... 0. 0. 0.]
0,0,0,0,0,0,0,0,0,0,0,25,70,[0. 0. 0. ... 0. 0. 0.]
0,0,0,0,0,0,0,0,0,0,25,70,1907,[0. 0. 0. ... 0. 0. 0.]
0,0,0,0,0,0,0,0,0,25,70,1907,33,[0. 0. 0. ... 0. 0. 0.]
0,0,0,0,0,0,0,0,25,70,1907,33,190,[0. 0. 1. ... 0. 0. 0.]
0,0,0,0,0,0,0,25,70,1907,33,190,2,[0. 0. 0. ... 0. 0. 0.]
0,0,0,0,0,0,25,70,1907,33,190,2,85,[0. 0. 0. ... 0. 0. 0.]
0,0,0,0,0,25,70,1907,33,190,2,85,3,[0. 0. 0. ... 0. 0. 0.]
0,0,0,0,0,0,0,0,0,0,0,0,48,[0. 0. 0. ... 0. 0. 0.]
0,0,0,0,0,0,0,0,0,0,0,48,1186,[0. 0. 0. ... 0. 0. 0.]
0,0,0,0,0,0,0,0,0,0,48,1186,1186,[0. 0. 0. ... 0. 0. 0.]
0,0,0,0,0,0,0,0,0,48,1186,1186,691,[0. 0. 0. ... 0. 0. 0.]
0,0,0,0,0,0,0,0,48,1186,1186,691,14,[0. 0. 0. ... 0. 0. 0.]
0,0,0,0,0,0,0,0,0,0,0,0,451,[0. 0. 0. ... 0. 0. 0.]
0,0,0,0,0,0,0,0,0,0,0,451,411,[0. 0. 0. ... 0. 0. 0.]
0,0,0,0,0,0,0,0,0,0,451,411,150,[0. 0. 0. ... 0. 0. 0.]
0,0,0,0,0,0,0,0,0,451,411,150,7,[0. 0. 0. ... 0. 0. 0.]
0,0,0,0,0,0,0,0,0,0,0,0,2,[0. 0. 0. ... 0. 0. 0.]
0,0,0,0,0,0,0,0,0,0,0,2,50,[0. 0. 0. ... 0. 0. 0.]
0,0,0,0,0,0,0,0,0,0,2,50,72,[0. 0. 0. ... 0. 0. 0.]
0,0,0,0,0,0,0,0,0,2,50,72,206,[0. 0. 0. ... 0. 0. 0.]
0,0,0,0,0,0,0,0,2,50,72,206,131,[0. 0. 0. ... 0. 0. 0.]
0,0,0,0,0,0,0,2,50,72,206,131,1908,[0. 0. 0. ... 0. 0. 0.]
0,0,0,0,0,0,2,50,72,206,131,1908,18,[0. 0. 0. ... 0. 0. 0.]
0,0,0,0,0,0,0,0,0,0,0,0,11,[0. 0. 0. ... 0. 0. 0.]
0,0,0,0,0,0,0,0,0,0,0,11,36,[0. 0. 0. ... 0. 0. 0.]
0,0,0,0,0,0,0,0,0,0,11,36,27,[0. 0. 0. ... 0. 0. 0.]
0,0,0,0,0,0,0,0,0,11,36,27,1909,[0. 0. 0. ... 0. 0. 0.]
0,0,0,0,0,0,0,0,11,36,27,1909,191,[0. 0. 0. ... 0. 0. 0.]
0,0,0,0,0,0,0,11,36,27,1909,191,33,[0. 0. 0. ... 0. 0. 0.]
0,0,0,0,0,0,0,0,0,0,0,0,24,[0. 0. 0. ... 0. 0. 0.]
0,0,0,0,0,0,0,0,0,0,0,24,34,[0. 0. 0. ... 0. 0. 0.]
0,0,0,0,0,0,0,0,0,0,24,34,177,[0. 0. 0. ... 0. 0. 0.]
0,0,0,0,0,0,0,0,0,24,34,177,692,[0. 0. 0. ... 0. 0. 0.]
0,0,0,0,0,0,0,0,24,34,177,692,29,[0. 0. 0. ... 0. 0. 0.]
0,0,0,0,0,0,0,0,0,0,0,0,48,[0. 0. 0. ... 0. 0. 0.]
0,0,0,0,0,0,0,0,0,0,0,48,64,[0. 0. 0. ... 0. 0. 0.]
0,0,0,0,0,0,0,0,0,0,48,64,411,[0. 0. 0. ... 0. 0. 0.]
0,0,0,0,0,0,0,0,0,48,64,411,34,[0. 0. 0. ... 0. 0. 0.]
0,0,0,0,0,0,0,0,0,0,0,0,2,[0. 0. 0. ... 0. 0. 0.]
0,0,0,0,0,0,0,0,0,0,0,2,50,[0. 0. 0. ... 0. 0. 0.]
0,0,0,0,0,0,0,0,0,0,2,50,72,[0. 0. 0. ... 0. 0. 0.]
0,0,0,0,0,0,0,0,0,2,50,72,139,[0. 0. 0. ... 0. 0. 0.]
0,0,0,0,0,0,0,0,2,50,72,139,407,[0. 0. 0. ... 0. 0. 0.]
0,0,0,0,0,0,0,2,50,72,139,407,85,[0. 0. 0. ... 0. 0. 0.]
0,0,0,0,0,0,2,50,72,139,407,85,4,[0. 0. 0. ... 0. 0. 0.]
0,0,0,0,0,0,0,0,0,0,0,0,346,[0. 0. 0. ... 0. 0. 0.]
0,0,0,0,0,0,0,0,0,0,0,346,274,[0. 0. 0. ... 0. 0. 0.]
0,0,0,0,0,0,0,0,0,0,346,274,124,[0. 0. 0. ... 0. 0. 0.]
0,0,0,0,0,0,0,0,0,346,274,124,4,[0. 0. 0. ... 0. 0. 0.]
0,0,0,0,0,0,0,0,0,0,0,0,95,[0. 0. 0. ... 0. 0. 0.]
0,0,0,0,0,0,0,0,0,0,0,95,1910,[0. 0. 0. ... 0. 0. 0.]
0,0,0,0,0,0,0,0,0,0,95,1910,275,[0. 0. 0. ... 0. 0. 0.]
0,0,0,0,0,0,0,0,0,95,1910,275,693,[0. 0. 0. ... 0. 0. 0.]
0,0,0,0,0,0,0,0,95,1910,275,693,249,[0. 0. 0. ... 0. 0. 0.]
0,0,0,0,0,0,0,95,1910,275,693,249,1911,[0. 0. 0. ... 0. 0. 0.]
0,0,0,0,0,0,95,1910,275,693,249,1911,56,[0. 1. 0. ... 0. 0. 0.]
0,0,0,0,0,95,1910,275,693,249,1911,56,1,[0. 0. 0. ... 0. 0. 0.]
0,0,0,0,0,0,0,0,0,0,0,0,108,[0. 0. 0. ... 0. 0. 0.]
0,0,0,0,0,0,0,0,0,0,0,108,147,[0. 0. 0. ... 0. 0. 0.]
0,0,0,0,0,0,0,0,0,0,108,147,15,[0. 0. 0. ... 0. 0. 0.]
0,0,0,0,0,0,0,0,0,108,147,15,569,[0. 0. 0. ... 0. 0. 0.]
0,0,0,0,0,0,0,0,108,147,15,569,694,[0. 0. 0. ... 0. 0. 0.]
0,0,0,0,0,0,0,108,147,15,569,694,1912,[0. 0. 0. ... 0. 0. 0.]
0,0,0,0,0,0,108,147,15,569,694,1912,11,[0. 0. 0. ... 0. 0. 0.]
0,0,0,0,0,108,147,15,569,694,1912,11,219,[0. 0. 0. ... 0. 0. 0.]
0,0,0,0,108,147,15,569,694,1912,11,219,4,[0. 0. 0. ... 0. 0. 0.]
0,0,0,0,0,0,0,0,0,0,0,0,89,[0. 0. 0. ... 0. 0. 0.]
0,0,0,0,0,0,0,0,0,0,0,89,51,[0. 0. 0. ... 0. 0. 0.]
0,0,0,0,0,0,0,0,0,0,89,51,9,[0. 0. 0. ... 0. 0. 0.]
0,0,0,0,0,0,0,0,0,89,51,9,1189,[0. 0. 0. ... 0. 0. 0.]
0,0,0,0,0,0,0,0,89,51,9,1189,347,[0. 0. 1. ... 0. 0. 0.]
0,0,0,0,0,0,0,89,51,9,1189,347,2,[0. 0. 0. ... 0. 0. 0.]
0,0,0,0,0,0,89,51,9,1189,347,2,8,[0. 0. 0. ... 0. 0. 0.]
0,0,0,0,0,0,0,0,0,0,0,0,1,[0. 0. 0. ... 0. 0. 0.]
0,0,0,0,0,0,0,0,0,0,0,1,1190,[0. 0. 0. ... 0. 0. 0.]
0,0,0,0,0,0,0,0,0,0,1,1190,39,[0. 0. 0. ... 0. 0. 0.]
0,0,0,0,0,0,0,0,0,1,1190,39,891,[0. 0. 0. ... 0. 0. 0.]
0,0,0,0,0,0,0,0,0,0,0,0,140,[0. 0. 0. ... 0. 0. 0.]
0,0,0,0,0,0,0,0,0,0,0,140,349,[0. 0. 0. ... 0. 0. 0.]
0,0,0,0,0,0,0,0,0,0,140,349,382,[0. 0. 0. ... 0. 0. 0.]
0,0,0,0,0,0,0,0,0,140,349,382,80,[0. 0. 0. ... 0. 0. 0.]
0,0,0,0,0,0,0,0,0,0,0,0,57,[0. 1. 0. ... 0. 0. 0.]
0,0,0,0,0,0,0,0,0,0,0,57,1,[0. 0. 0. ... 0. 0. 0.]
0,0,0,0,0,0,0,0,0,0,0,0,141,[0. 0. 0. ... 0. 0. 0.]
0,0,0,0,0,0,0,0,0,0,0,141,89,[0. 0. 0. ... 0. 0. 0.]
0,0,0,0,0,0,0,0,0,0,141,89,9,[0. 0. 0. ... 0. 0. 0.]
0,0,0,0,0,0,0,0,0,141,89,9,173,[0. 0. 0. ... 0. 0. 0.]
0,0,0,0,0,0,0,0,0,0,0,0,346,[0. 0. 0. ... 0. 0. 0.]
0,0,0,0,0,0,0,0,0,0,0,346,10,[0. 1. 0. ... 0. 0. 0.]
0,0,0,0,0,0,0,0,0,0,346,10,1,[0. 0. 0. ... 0. 0. 0.]
0,0,0,0,0,0,0,0,0,346,10,1,275,[0. 0. 0. ... 0. 0. 0.]
0,0,0,0,0,0,0,0,346,10,1,275,695,[0. 0. 0. ... 0. 0. 0.]
0,0,0,0,0,0,0,346,10,1,275,695,61,[0. 1. 0. ... 0. 0. 0.]
0,0,0,0,0,0,346,10,1,275,695,61,1,[0. 0. 0. ... 0. 0. 0.]
0,0,0,0,0,346,10,1,275,695,61,1,30,[0. 0. 0. ... 0. 0. 0.]
